video_id,transcript
kTJczUoc26U,"(somber pensive music) (somber pensive music continues) (vacuous humming)
(foreboding drone-like music) (lively pensive music) (pensive music continues) ♪ I do the same thing, I
told you that I never would ♪ ♪ I told you I changed, even
when I knew I never could ♪ ♪ I know that I can't find
nobody else as good as you ♪ ♪ I need you to stay,
need you to stay, hey ♪ ♪ I get drunk, wake up, I'm wasted still ♪ ♪ I realize the time that I wasted here ♪ ♪ I feel like you can't
feel the way I feel ♪ ♪ I'll be fucked up if
you can't be right here ♪ ♪ Oh-whoa ♪ ♪ Oh-whoa ♪ ♪ Oh-whoa ♪ ♪ I'll be fucked up if
you can't be right here ♪ ♪ I do the same thing, I
told you that I never would ♪ ♪ I told you I changed, even
when I knew I never could ♪ ♪ I know that I can't find
nobody else as good as you ♪ ♪ I need you to stay,
need you to stay, hey ♪ ♪ I do the same thing, I
told you that I never would ♪ ♪ I told you I changed, even
when I knew I never could ♪ ♪ I know that I can't find
nobody else as good as you ♪ ♪ I need you to stay,
need you to stay, yeah ♪ ♪ When I'm away from you, I
miss your touch, ooh-ooh ♪ ♪ You're the reason I believe in love ♪ ♪ It's been difficult for
me to trust, ooh-ooh ♪ ♪ And I'm afraid that I'ma fuck it up ♪ ♪ Ain't no way that I
can leave you stranded ♪ ♪ 'Cause you ain't never
left me empty-handed ♪ ♪ And you know that I know
that I can't live without you ♪ ♪ So, baby, stay ♪ ♪ Oh-whoa ♪ ♪ Oh-whoa ♪ ♪ Oh-whoa ♪ ♪ I'll be fucked up if
you can't be right here ♪ ♪ I do the same thing, I
told you that I never would ♪ ♪ I told you I changed, even
when I knew I never could ♪ ♪ I know that I can't find
nobody else as good as you ♪ ♪ I need you to stay,
need you to stay, yeah ♪ ♪ I do the same thing, I
told you that I never would ♪ ♪ I told you I changed, even
when I knew I never could ♪ ♪ I know that I can't find
nobody else as good as you ♪ ♪ I need you to stay,
need you to stay, hey ♪ ♪ Whoa-oh ♪ ♪ I need you to stay,
need you to stay, hey ♪"
mRD0-GxqHVo,"[[road shimmer
wiggling the vision heat heat waves
i’m swimming in a mirror]] sometimes, all i think about is you late nights in the middle of june heat waves been faking me out can’t make you happier now usually i put
something on tv so we never think
about you and me but today i see
our reflections clearly in hollywood
laying on the screen you just need a better life than this you need something I can never give fake water all across the road it’s gone now the night has come but sometimes, all i think about is you late nights in the middle of june heat waves been faking me out can’t make you happier now you can’t fight it
you can’t breathe you say something so loving but now I’ve got to let you go you’ll be better off in someone new i don’t wanna be alone you know it hurts me too you look so broken when you cry one more and then i’ll say goodbye sometimes, all i think about is you late nights in the middle of june heat waves been faking me out can’t make you happier now i just wonder what you’re dreaming of when you sleep and smile so comfortable i just wish that I could give you that that look that’s perfectly un-sad sometimes, all i think about is you late nights in the middle of june heat waves been faking me out
heat waves been faking me out sometimes, all i think about is you late nights in the middle of june heat waves been faking me out can’t make you happier now"
niG3YMU6jFk,"(Oh My God by Adele plays) ♪ I ain't got too much time to spare, ♪ ♪ but I'll make time for you
to show how much I care. ♪ ♪ Wish that I would let
you break my walls, ♪ ♪ but I'm still spinning out
of control from the fall. ♪ ♪ Boy, you give good love, I won't lie. ♪ ♪ It's what keeps me coming back,
even though I'm terrified. ♪ ♪ I know that it's wrong, ♪ ♪ but I want to have fun. ♪ ♪ Mmh, yeah. ♪ ♪ Mmh, yeah. ♪ ♪ I know that it's wrong, ♪ ♪ but I want to have fun. ♪ ♪ Mmh, yeah. ♪ ♪ Mmh, yeah. ♪ ♪ Oh my God, I can't believe it. ♪ ♪ Out of all the people in the world, ♪ ♪ what is the likelihood
of jumping out of my life ♪ ♪ and into your arms? ♪ ♪ Maybe, baby, I'm just losing my mind ♪ ♪ 'cause this is trouble,
but it feels right. ♪ ♪ Teetering on the edge
of Heaven and Hell. ♪ ♪ Its a battle that I cannot fight. ♪ ♪ I'm a fool, but they
all think I'm blind. ♪ ♪ I'd rather be a fool
than leave myself behind. ♪ ♪ I don't have to explain myself to you. ♪ ♪ I am a grown woman and
I do what I want to do. ♪ ♪ I know that it's wrong, ♪ ♪ but I want to have fun. ♪ ♪ Mmh, yeah. ♪ ♪ Mmh, yeah. ♪ ♪ I know that it's wrong, ♪ ♪ but I want to have fun. ♪ ♪ Mmh, yeah. ♪ ♪ Mmh, yeah. ♪ ♪ Oh my God, I can't believe it. ♪ ♪ Out of all the people in the world, ♪ ♪ what is the likelihood
of jumping out of my life ♪ ♪ and into your arms? ♪ ♪ Maybe, baby, I'm just losing my mind ♪ ♪ 'cause this is trouble,
but it feels right. ♪ ♪ Teetering on the edge
of Heaven and Hell. ♪ ♪ Its a battle that I cannot fight. ♪ ♪ Oh Lord. ♪ ♪ Don't let me let myself down. ♪ ♪ Oh my god. ♪ ♪ Oh my God, I can't believe it. ♪ ♪ Out of all the people in the world, ♪ ♪ what is the likelihood
of jumping out of my life ♪ ♪ and into your arms? ♪ ♪ Maybe, baby, I'm just losing my mind ♪ ♪ 'cause this is trouble,
but it feels right. ♪ ♪ Teetering on the edge
of Heaven and Hell. ♪ ♪ Well it's a battle
that I cannot fight. ♪ ♪ I know that its wrong, ♪ ♪ but I want to have fun. ♪ ♪ Mmh, yeah. ♪ ♪ Mmh, yeah. ♪ ♪ I know that its wrong, ♪ ♪ but I want to have fun. ♪ ♪ Mmh, yeah. ♪ ♪ Mmh, yeah. ♪"
tQ0yjYUFKAE,"♪♪♪ ♪ I GOT MY PEACHES OUT
IN GEORGIA ♪ ♪ (OH YEA SHIT) ♪ ♪ I GET MY WEED
FROM CALIFORNIA ♪ ♪ (THAT'S THAT SHIT) ♪ ♪ I TOOK MY CHICK UP TO
THE NORTH YEAH ♪ ♪ (BAD ASS BITCH) ♪ ♪ I GET MY LIGHT RIGHT FROM
THE SOURCE YEAH ♪ ♪ (YEAH THAT'S IT) ♪ ♪ AND I SAY OH (OHHH) ♪ ♪ THE WAY I BREATHE YOU IN ♪ ♪ (HEY) ♪ ♪ IT'S THE TEXTURE OF
YOUR SKIN ♪ ♪ OH I WANT TO WRAP MY ARMS
AROUND YOU BABE AND NEVER LET
YOU GO OHHH OH OH ♪ ♪ AND I SAY OH ♪ ♪ THERE'S NOTHING
LIKE YOUR TOUCH ♪ ♪ IT'S THE WAY YOU LIFT ME UP ♪ ♪ YEA AND I'LL BE RIGHT HERE
WITH YOU TILL THE END ♪ ♪ I GOT MY PEACHES OUT
IN GEORGIA ♪ ♪ (OH YEA SHIT) ♪ ♪ I GET MY WEED
FROM CALIFORNIA ♪ ♪ (THAT’S THAT SHIT) ♪ ♪ I TOOK MY CHICK UP TO
THE NORTH YEAH ♪ ♪ (BAD ASS BITCH) ♪ ♪ I GET MY LIGHT RIGHT FROM
THE SOURCE YEAH ♪ ♪ (YEAH THAT’S IT) ♪ ♪♪♪ ♪ [DANIEL CAESER] YOU AINT SURE
YET ♪ ♪ BUT I'M FOR YA ♪ ♪ ALL I CAN WANT ♪ ♪ ALL I CAN WISH FOR ♪ ♪ NIGHTS ALONE THAT
WE MISS MORE ♪ ♪ AND DAYS WE SAVE
AS SOUVENIRS ♪ ♪ THERE'S NO TIME I WANNA MAKE
MORE TIME ♪ ♪ AND GIVE YOU MY WHOLE LIFE ♪ ♪ I LEFT MY GIRL
I'M IN MY YORKER ♪ ♪ HATE TO LEAVE HER CALL IT
TORTURE ♪ ♪ REMEMBER WHEN
I COULDN'T HOLD HER ♪ ♪ LEFT HER BAGGAGE
FOR A MOVER ♪ ♪♪♪ ♪ I GOT MY PEACHES OUT
IN GEORGIA ♪ ♪ (OH YEA SHIT) ♪ ♪ I GET MY WEED
FROM CALIFORNIA ♪ ♪ (THAT'S THAT SHIT) ♪ ♪ I TOOK MY CHICK UP TO
THE NORTH YEAH ♪ ♪ (BAD ASS BITCH) ♪ ♪ I GET MY LIGHT RIGHT FROM
THE SOURCE YEAH ♪ ♪ (YEAH THAT'S IT) ♪ ♪ [GIVEON] I GET THE FEELING
SO I'M SURE ♪ ♪ HAND IN MY HAND BECAUSE I'M
YOURS
(I CAN'T) ♪ ♪ I CAN'T PRETEND I CAN'T IGNORE
YOU'RE RIGHT FOR ME ♪ ♪ DON'T THINK YOU WANT TO KNOW
JUST WHERE I'VE BEEN ♪ ♪ (NO) ♪ ♪ DON'T BE DISTRACTED ♪ ♪ THE ONE I NEED IS RIGHT
IN MY ARMS ♪ ♪ YOUR KISSES TASTE THE SWEETEST
WITH MINE ♪ ♪ AND I'LL BE RIGHT HERE WITH YA
TILL THE END OF TIME ♪ ♪ I GOT MY PEACHES OUT
IN GEORGIA ♪ ♪ (OH YEA SHIT) ♪ ♪ I GET MY WEED
FROM CALIFORNIA ♪ ♪ (THAT'S THAT SHIT) ♪ ♪ I TOOK MY CHICK UP TO
THE NORTH YEAH ♪ ♪ (BAD ASS BITCH) ♪ ♪ I GET MY LIGHT RIGHT FROM
THE SOURCE YEAH ♪ ♪ (YEAH THAT'S IT) ♪ ♪ I GOT MY PEACHES OUT
IN GEORGIA ♪ ♪ (OH YEA SHIT) ♪ ♪ I GET MY WEED
FROM CALIFORNIA ♪ ♪ (THAT'S THAT SHIT) ♪ ♪ I TOOK MY CHICK UP TO
THE NORTH YEAH ♪ ♪ (BAD ASS BITCH) ♪ ♪ I GET MY LIGHT RIGHT FROM THE
SOURCE YEAH ♪ ♪ (YEAH THAT'S IT) ♪ ♪ I GOT MY PEACHES OUT
IN GEORGIA ♪ ♪ (OH YEA SHIT) ♪ ♪ I GET MY WEED
FROM CALIFORNIA ♪ ♪ (THAT'S THAT SHIT) ♪ ♪ I TOOK MY CHICK UP TO
THE NORTH YEAH ♪ ♪ (BAD ASS BITCH) ♪ ♪ I GET MY LIGHT RIGHT FROM
THE SOURCE YEAH ♪ ♪ (YEAH THAT'S IT) ♪ ♪ I GOT MY PEACHES OUT
IN GEORGIA ♪ ♪ (OH YEA SHIT) ♪ ♪ I GET MY WEED
FROM CALIFORNIA ♪ ♪ (THAT'S THAT SHIT) ♪ ♪ I TOOK MY CHICK UP TO
THE NORTH YEAH ♪ ♪ (BAD ASS BITCH) ♪ ♪ I GET MY LIGHT RIGHT FROM
THE SOURCE ♪ ♪ (YEAH THAT'S IT) ♪ ♪♪♪"
6swmTBVI83k,"♪ I caught it bad just today ♪ ♪ You hit with me with a call to
your place ♪ ♪ Ain’t been out in a while
anyway ♪ ♪ Was hoping I could catch you
throwin’ smiles at my face ♪ ♪ Romantic talking? You don’t
even have to try ♪ ♪ You’re cute enough to fuck
with me tonight ♪ ♪ Lookin’ at the table all I see
is weed and white ♪ ♪ Baby you livin’ the life but
nigga you ain’t living right ♪ ♪ Cocaine and drinking witcha’
friends ♪ ♪ You live in the dark boy, I
cannot pretend ♪ ♪ I’m not fazed, only here to
sin ♪ ♪ If Eve ain’t in your garden,
you know that you can ♪ ♪ Call me when you want ♪ ♪ Call me when you need ♪ ♪ Call me in the morning ♪ ♪ I’ll be on the way ♪ ♪ Call me when you want ♪ ♪ Call me when you need ♪ ♪ Call me out by your name ♪ ♪ I'll be on the way, like... ♪ ♪ hMhhm ♪ ♪ hMhhm ♪ ♪ hMhhm ♪ ♪ hMhhm ♪ ♪ hMhhm ♪ ♪ hMhhm ♪ ♪ Ayy ayy ♪ ♪ I wanna sell what you’re
buying ♪ ♪ I wanna feel on your ass in
Hawaii ♪ ♪ I want that jet lag from
fuckin’ and flyin’ ♪ ♪ Shoot a child in your mouth
while I’m ridin’ ♪ ♪ Ohhh, Ohhh ♪ ♪ Why me? A sign of the times
every time that I speak ♪ ♪ A dime and a nine ♪ ♪ It was mine every week ♪ ♪ What a time, an incline God
was shining on me ♪ ♪ Now I can’t leave ♪ ♪ And now I’m actin’ hella
elite ♪ ♪ Never walk with n*s that’s in
my league ♪ ♪ I want to fuck the ones I envy
(I envy) ♪ ♪ Cocaine, and drinking witcha’
friends ♪ ♪ You live in the dark boy I
cannot pretend ♪ ♪ I’m not fazed Only here to
sin ♪ ♪ If you live in the garden, you
know that you can ♪ ♪ Call me when you want ♪ ♪ Call me when you need ♪ ♪ Call me in the morning ♪ ♪ I’ll be on the way ♪ ♪ Call me when you want ♪ ♪ Call me when you need ♪ ♪ Call me out by your name ♪ ♪ I'll be on the way, like... ♪ ♪ Ohh call me by your name ♪ ♪ Tell me you love me in
private ♪ ♪ Call me by your name ♪ ♪ I do not care if you’re
lyin’ ♪ ♪ Ohh call me by your name ♪ ♪ Tell me you love me in
private ♪ ♪ Call me by your name ♪ ♪ I do not care if you’re
lyin’ ♪"
qod03PVTLqk,"♪♪♪ ♪ IT'S A HUMAN SIGN ♪ ♪ WHEN THINGS GO WRONG ♪ ♪ WHEN THE SCENT
OF HER LINGERS ♪ ♪ AND TEMPTATION'S STRONG ♪ ♪ COLD COLD HEART ♪ ♪ HARD DONE BY YOU ♪ ♪ SOME THINGS LOOK BETTER BABY ♪ ♪ JUST PASSING THROUGH ♪ ♪ AND I THINK IT'S GONNA BE
A LONG, LONG TIME ♪ ♪ 'TIL TOUCH DOWN BRINGS ME
'ROUND TO AGAIN TO FIND ♪ ♪ I'M NOT THE MAN
THEY THINK I AM AT HOME ♪ ♪ OH NO NO NO ♪ ♪ AND THIS IS WHAT
I SHOULD HAVE SAID ♪ ♪ WELL I THOUGHT IT
BUT I KEPT IT HID ♪ ♪ COLD COLD HEART ♪ ♪ HARD DONE BY YOU ♪ ♪ SOME THINGS
LOOKING BETTER BABY ♪ ♪ JUST PASSING THROUGH ♪ ♪ AND I THINK IT'S GONNA BE
A LONG, LONG TIME ♪ ♪ 'TIL TOUCH DOWN BRINGS ME
AROUND TO AGAIN TO FIND ♪ ♪ I'M NOT THE MAN
THEY THINK I AM AT HOME ♪ ♪ OH NO NO NO ♪ ♪ AND THIS IS WHAT
I SHOULD HAVE SAID ♪ ♪ WELL I THOUGHT IT
BUT I KEPT IT HID ♪ ♪ COLD COLD HEART ♪ ♪ HARD DONE BY YOU ♪ ♪ SOMETHING'S LOOKING
BETTER BABY ♪ ♪ JUST PASSING THROUGH ♪ ♪ AND I THINK IT'S GONNA BE
A LONG, LONG TIME ♪ ♪ 'TIL TOUCH DOWN BRINGS ME
AROUND TO AGAIN TO FIND ♪ ♪ I'M NOT THE MAN
THEY THINK I AM AT HOME ♪ ♪ OH NO NO NO ♪ ♪ AND THIS IS WHAT I SHOULD HAVE
SAID (AND I THINK IT'S GONNA BE
A LONG, LONG TIME) ♪ ♪ ('TIL TOUCH DOWN BRINGS
ME AROUND TO AGAIN TO FIND) ♪ ♪ WELL I THOUGHT IT BUT I KEPT
IT HID (I'M NOT THE MAN THEY
THINK I AM AT HOME) ♪ ♪ (OH NO NO NO) ♪ ♪ SHOORAH ♪ ♪ SHOORAH ♪ ♪ SHOORAH ♪ ♪ SHOORAH ♪"
GrAchTdepsU,"♪ - Why you always in a mood ♪ ♪ Fuckin round acting brand new ♪ ♪ I ain't trying to tell you what to do ♪ ♪ but try to play cool. ♪ ♪ Baby, I ain't playing by your rules. ♪ ♪ Everything look better with a view ♪ ♪ Why you always in a mood ♪ ♪ Fuckin round actin brand new ♪ ♪ I aint tryna tell you what to do ♪ ♪ But try to play it cool ♪ ♪ Baby I aint playin by your rules ♪ ♪ Everything looks better with a view ♪ ♪ I could never get attached ♪ ♪ When I start to feel, I unattach ♪ ♪ Somehow I always end up feeling bad ♪ ♪ Baby I am not your dad ♪ ♪ It's not all you want from me ♪ ♪ I just want your company ♪ ♪ Girl It's obvious,
elephant in the room ♪ ♪ And we're apart of it,
don't act so confused ♪ ♪ And you love startin'
it, now I'm in a mood ♪ ♪ Now we arguing in my bedroom ♪ ♪ We play games of love
to avoid the depression ♪ ♪ We been here before and
I won't be your victim ♪ ♪ Why you always in a mood ♪ ♪ Fucking 'round actin' brand new ♪ ♪ I aint tryna tell you what to do ♪ ♪ But try to play it cool ♪ ♪ Baby I aint playin' by your rules ♪ ♪ Everything look better with a view ♪ ♪ Why you always in a mood ♪ ♪ Fuckin' 'round actin brand new ♪ ♪ I aint tryna tell you what to do ♪ ♪ But try to play it cool ♪ ♪ Baby I aint playin' by your rules ♪ ♪ Everything look better with a view ♪ ♪ So why you tryin' to fake
your love on the regular ♪ ♪ When you could be blowin'
up just like my cellular ♪ ♪ I won't ever let a
shorty go and set me up ♪ ♪ Only thing I need to
know is if you wet enough ♪ ♪ I'm talking slick back, kick
back, gang sippin' Forties ♪ ♪ You keep playin', not
another day with you shorty ♪ ♪ Mismatch, bitch, that was
way before you know me ♪ ♪ Got a lot of love, well
you better save it for me ♪ ♪ We play games of love
to avoid the depression ♪ ♪ We been here before and
I won't be your victim ♪ ♪ Why you always in a mood? ♪ ♪ Fuckin' 'round, actin' brand new ♪ ♪ I ain't tryna tell you what to do ♪ ♪ But try to play it cool ♪ ♪ Baby, I ain't playing by your rules ♪ ♪ Everything look better with a view ♪ ♪ Why you always in a mood? ♪ ♪ Fuckin' 'round, actin' brand new ♪ ♪ I ain't tryna tell you what to do ♪ ♪ But try to play it cool ♪ ♪ Baby, I ain't playin' by your rules ♪ ♪ Everything look better
with a view, yeah ♪"
nCg3ufihKyU,"let's get down
let's get down to business give you one more night one more night to get this
we've had a million million nights just like this
so let's get down let's get down to business so let's get down let's get down
business let's get down let's get down to
business give you one more night one more night
we've had a million million nights just like this
so let's get down let's get down to business
let's get down let's get down to business
we've had a million it's been a while since i had your
attention so in my heart dreams we had don't ever fall away
we can't leave em if you stay the same and i can't do this for another day
so let's get down let's get down to business
let's get down let's get down to business
give you one more night one more night we've had a million million nights just
like this so let's get down let's get down to
business let's get down let's get down you"
adLGHcj_fmA,"♪ ♪ ♪ ♪ ♪ What you doin
(what you doin) ♪ ♪ Where you at
(where you at) ♪ ♪ Oh you got plans
(you got plans) ♪ ♪ Don't say that
(shut yo trap) ♪ ♪ I'm sippin wine
(sip sip) ♪ ♪ In a robe
(drip rip) ♪ ♪ I look too good
(look too good) ♪ ♪ To be alone
(wooohooo) ♪ ♪ My house clean
(house clean) ♪ ♪ My pool warm
(pool warm) ♪ ♪ Just shaved
(smooth like a new born) ♪ ♪ We should be dancing,
romancing ♪ ♪ In the east wing
and the west wing ♪ ♪ Of this mansion,
wus happenin ♪ ♪ I aint playin no games
Every word that I say ♪ ♪ Is coming straight
from the heart ♪ ♪ (so if you tryna
lay in these arms) ♪ ♪ Imma leave the door open
(imma leave the door open) ♪ ♪ Imma leave the
door open girl ♪ ♪ (Imma leave the
door open, open) ♪ ♪ That you feel the way I feel ♪ ♪ And you want me like
I want you tonight baby ♪ ♪ (tell me that
you're coming through) ♪ ♪ You're so sweet
(so sweet) ♪ ♪ So tight
(so tight) ♪ ♪ I won't bite
(ahh ahh) ♪ ♪ Unless you like
(unless you like) ♪ ♪ If you smoke
(what you smoke) ♪ ♪ I got that haze
(purple haze) ♪ ♪ And if you're hungry
girl I got filets (woohooo) ♪ ♪ Ooh baby don't
keep me waiting ♪ ♪ There's so much love
we could be making ♪ ♪ I'm talking kissing,
Cuddling ♪ ♪ Rose pedals in the bathtub ♪ ♪ Lets jump in, Its bubblin ♪ ♪ I aint playin no games ♪ ♪ Every word that I say  ♪ ♪ Is coming straight
from the heart ♪ ♪ (so if you tryna
lay in these arms) ♪ ♪ Imma leave the door open
(imma leave the door open) ♪ ♪ Imma leave the
door open girl ♪ ♪ (Imma leave the
door open, open) ♪ ♪ That you feel the way I feel ♪ ♪ And you want me like
I want you tonight baby ♪ ♪ (tell me that you're
coming through) ♪ ♪ La la laaa la la la la la
(I need you baby) ♪ ♪ La la laaa la la la la
(I gotta see you baby) ♪ ♪ La la laaa la la la la ♪ ♪ (Girl I'm tryna
give you this) ♪ ♪ (aaaaahhhhhhhhhh) ♪ ♪ Imma leave my door open
(imma leave the door open) ♪ ♪ Imma leave my
door open girl ♪ ♪ (Imma leave the
door open, open) ♪ ♪ And I'm hopin', hopin' ♪ ♪ That you feel the way I feel ♪ ♪ And you want me like
I want you tonight baby ♪ ♪ (tell me that you're
coming through) ♪ ♪ La la laaa la la la la la
(tell me somethin') ♪ ♪ (wooohooo) ♪ ♪ La la laaa la la la la la ♪ ♪ (tell me that you're
coming through) ♪ ♪ Girl I'm here just
waiting for you ♪ ♪ Come on over
I'll adore you ♪ ♪ La la laaa la la la la la
I'm waiting for you ♪ ♪ Girl I'm here just
waiting for you ♪ ♪ Come on over
I'll adore you ♪ ♪ La la laaa la la la la la ♪ ♪ (Music fades) ♪"
LWeiydKl0mU,"[POLICE SIRENS] [MOTORCYCLE ENGINE REVS] [MOTORCYCLE ENGINE WHINES] [CAR HORNS] [HELICOPTER BLADES] [POLICE SIRENS] [MOTORCYCLE ENGINE] [TIRES SCREECHING] [GUNSHOT] [HELICOPTER AND SIRENS] [MOTORCYCLE TIRES SQUEAL] ♪♪♪ ♪ YOU KNOW YOU CAN CALL ME IF
YOU NEED SOMEONE ♪ ♪ I'LL PICK UP THE PIECES
IF YOU COME UNDONE ♪ ♪ PAINTING STARS UP
ON YOUR CEILING ♪ ♪ CUZ YOU WISH THAT YOU COULD
FIND SOME FEELING YEAH YA ♪ ♪ YA KNOW YOU CAN CALL ME
IF YOU NEED SOMEONE ♪ ♪ I NEED YOU TO HOLD ON ♪ ♪ HEAVEN IS A PLACE NOT
SO FAR AWAY ♪ ♪ WE ALL KNOW I SHOULD BE THE
ONE TO SAY WE ALL MAKE
MISTAKES ♪ ♪ TAKE MY HAND AND HOLD ON ♪ ♪ TELL ME EVERYTHING THAT YOU
NEED TO SAY ♪ ♪ CUZ I KNOW HOW IT FEELS TO
BE SOMEONE ♪ ♪ FEELS TO BE SOMEONE WHO
LOSES THERE WAY ♪ ♪ YOUR LOOKING FOR ANSWERS IN
A PLACE UNKNOWN ♪ ♪ YOU NEED THE CONNECTION BUT
YOU CAN'T GET CLOSE ♪ ♪ PAINTING STARS UP
ON YOUR CEILING ♪ ♪ CUZ YOU WISH THAT YOU COULD
FIND SOME FEELING YA YA ♪ ♪ YOU KNOW YOU CAN CALL ME
IF YOU NEED SOMEONE ♪ I DON'T WANT TO DIE YOU'RE GOING TO BE OKAY [MOTORCYCLE ENGINE] [OMINOUS MUSIC PLAYS] [INAUDIBLE] [ALARM SOUNDS] [GLASS SHATTERING] [POLICE SIRENS] [MOTORCYCLE ENGINE REVS] ♪ I NEED YOU TO HOLD ON
(HOLD ON) ♪ ♪ HEAVEN IS A PLACE NOT
SO FAR AWAY (YEAH) ♪ ♪ WE ALL KNOW I SHOULD BE THE
ONE TO SAY WE ALL MAKE MISTAKES
(WE ALL MAKE MISTAKES) ♪ ♪ TAKE MY HAND AND HOLD ON ♪ ♪ TELL ME EVERYTHING THAT YOU
NEED TO SAY ♪ ♪ CUZ I KNOW HOW IT FEELS
TO BE SOMEONE ♪ ♪ FEELS TO BE SOMEONE
WHO LOSES THERE WAY ♪ ♪ MIDNIGHT TILL MORNING
CALL IF YOU NEED SOMEBODY ♪ ♪ I WILL BE THERE FOR YOU
(I WILL BE THERE FOR YOU) ♪ ♪ MIDNIGHT TILL MORNING
CALL IF YOU NEED SOMEBODY ♪ ♪ I WILL BE THERE FOR YOU ♪ ♪ I NEED YOU
TO HOLD ON ♪ ♪ HEAVEN IS A PLACE NOT
SO FAR AWAY (AWAY) ♪ ♪ WE ALL KNOW I SHOULD BE THE
ONE TO SAY WE ALL MAKE MISTAKES
(WE ALL MAKE MISTAKES) ♪ ♪ TAKE MY HAND AND HOLD ON ♪ ♪ TELL ME EVERYTHING THAT YOU
NEED TO SAY ♪ ♪ CUZ I KNOW HOW IT FEELS
TO BE SOMEONE OH YEAH ♪ ♪ FEELS TO BE SOMEONE
WHO LOSES THERE WAY ♪ ♪ MIDNIGHT TILL MORNING
CALL IF YOU NEED SOMEBODY ♪ ♪ I WILL BE THERE FOR YOU ♪ ♪ OH YEAH YEAH ♪ ♪ MIDNIGHT TILL MORNING
CALL IF YOU NEED SOMEBODY ♪ ♪ I WILL BE THERE FOR YOU ♪"
